"index","annotation","label"
4274,"none","Stephan K. Chalup"
4275,"none","Stephan Rudlof"
4276,"none","Stephan Vorgrimler"
4277,"none","Steven Willmott"
4278,"none","Stichwort Ontologien"
4279,"none","Stig Arff"
4280,"none","Stockholm, Sweden"
4281,"none","Strategien zur Distribution und Integration XML-basierter Lehr- und Lernmodule"
4282,"none","Strategische Standortplanung mit einem interaktiven Genetischen Algorithmus"
4283,"none","Structured Development of Problem Solving Methods"
4284,"none","Structured eLearning: Wissenswerkstatt Rechensysteme"
4285,"none","Structuring of text document knowledge frequently appears either by ontologies
and metadata or by automatic (un-)unsupervised text categorization.
This paper describes our integrated framework OTTO (OnTology-based
Text mining framewOrk). OTTO uses text mining to learn the target ontology
from text documents and uses then the same target ontology in order to improve the effectiveness of both supervised and unsupervised text categorization approaches."
4286,"none","Strukturierung wissensbasierter Systeme in MIKE"
4287,"none","Studies in Classification, Data Analysis, and Knowledge Organization"
4288,"none","Studies on eOrganisation and Market Engineering"
4289,"none","Studies on the Dynamics of Ant Colony Optimization Algorithms"
4290,"none","Stuttgart, Leipzig, Wiesbaden"
4291,"none","Subproject <strong>Risk Management </strong> partially by Gillardon financial software GmbH"
4292,"none","Substantial effort is currently being made by the
e-Skills community and involved stakeholders to
establish a common European Framework for
e-Skills (or more specific ICT Skills) and
competences in Europe. ICT skills/competence
frameworks are an important prerequisite for ICT
competence development and related quality
assurance for recognition and transferability of
qualifications. The framework aims to provide a
common language that allows describing e-Skills
by means of ICT (Information and Communications
Technology) worker profiles. Though a number of
frameworks exist today, mobility of ICT workers
and learning across boundaries is being hampered
by the observable divergence of the different
approaches. It is in this light that the prior
objective of the European Commission and
Cedefop is to support the developments towards an
overarching framework that supports transparency,
mobility, and recognition for e-skills and related
qualifications; and that will primarily allow
learning across boundaries. The authors jointly
with Cepis1 have made substantial inputs to the
prevailing development process and the work
within the CEN/ISSS Workshop ICT Skills.2 The
paper presents insights in the related research
work undertaken and run investigations."
4293,"none","Successful Scenarios for Ontology-based Applications"
4294,"none","Successful knowledge management projects incorporate aspects from the following dimensions: processes, contents, corporate culture, information technologies (IT). IT has the role to facilitate storage, retrieval and presentation of information and is therefore often called an enabler. An inadequate use of IT can lead to the failure of a knowledge management project, cause considerable delays and detract from the motivation of the people involved."
4295,"none","Sudhir Agarwal"
4296,"none","Suk-ki Hong"
4297,"none","Super-Peer-Based Routing Strategies for RDF-Based Peer-to-Peer Networks"
4298,"none","Super-peer-based routing and clustering strategies for RDF-based peer-to-peer networks"
4299,"none","Supervised Learning of an Ontology Alignment Process"
4300,"none","Supporting Application Development in the Semantic Web"
4301,"none","Surfing the Service Web"
4302,"none","Survey of Certification Scheme of ICT Professionals across Europe towards Harmonisation - The Harmonise Project"
4303,"none","Susanne  Libischer"
4304,"none","Susanne Libischer"
4305,"none","Susanne Winter"
4306,"none","Sventje Dieter"
4307,"none","Swen Schneider"
4308,"none","Sydney, Australia"
4309,"none","Sydney, Australien"
4310,"none","T. Ahn"
4311,"none","T. Bartz-Beielstein"
4312,"none","T. Blackwell"
4313,"none","T. Lau"
4314,"none","T. Schneider"
4315,"none","T. Spengler"
4316,"none","TIME2Research - Ein Wissenportal fÃ¼r den Unternehmensanalysten"
4317,"none","TO APPEAR"
4318,"none","TR-2004-6"
4319,"none","TR-B-05-20"
4320,"none","Tackling industrial complexity: the ideas that make a difference, Proceedings of the 2002 Conference of the Manufacturing Complexity Network, April 9-10 2002, University of Cambridge"
4321,"none","Tadeusz Kawecki"
4322,"none","TagFS - Tag Semantics for Hierarchical File Systems"
4323,"none","Tagungsband der GI-Jahrestagung 2002. Dortmund, 1. - 3. Oktober 2002"
4324,"none","Tagungsband des 13. Workshops Algorithmen und Werkzeuge fÃ¼r Petri-Netze (AWPN'06)"
4325,"none","Talking about trees, scope and concepts"
4326,"none","Tamara HÃ¶gler"
4327,"none","Tamas Vinko"
4328,"none","Tanja Solazzo"
4329,"none","Task Rearrangement on Partially Reconfigurable FPGAs with Restricted Buffer"
4330,"none","Task scheduling under gang constraints"
4331,"none","Tatyana Podgayetskaya"
4332,"none","Taxonomy Learning - Factoring the structure of a taxonomy into a semantic classification decision"
4333,"none","Teaching Multimedia-Engineering: a conceptual framework for project based learning"
4334,"none","Teamarbeit in virtuellen Organisationen"
4335,"none","Technical Roadmap"
4336,"none","Technical scenarios in areas like automotive or production systems will increasingly consist of a large number of components cooperating in potentially unlimited and dynamically changing networks to satisfy the functional requirements of their execution environment. Due to the high complexity it will be impossible to explicitly design the behaviour of the components for every potentially arising situation. Therefore, it will be necessary to leave an adequate degree of freedom allowing for a self-organised behaviour. Organic Computing (OC) has developed the vision of selforganising systems adapting robustly to dynamically changing environments without running out of control. This paper focuses on the design of a generic system architecture which allows for self-organisation but at the same time enables adequate reactions to control the, sometimes completely unexpected, emerging global behaviour of these self-organised technical systems."
4337,"none","Technique et Science Informatiques"
4338,"none","Techniques for reliably estimating development efforts are a
fundamental requirement for a wide-scale dissemination of
ontologies in real-world application settings. The parametric cost
estimation model ONTOCOM is a first attempt to cope with the
lack of instruments for business measurements in the field of
ontology engineering. This paper is intended as a user guide to
ONTOCOM. It describes how ontology engineers can customize the
general-purpose model to particular process models and
subsequently apply it in various development phases to calculate
the estimated efforts."
4339,"none","Technologies for Business Information Systems"
4340,"none","Technology for knowledge management has so far focused on the management of knowledge containers. We present
an approach that is oriented towards managing knowledge contents instead by identifying knowledge items at various
levels of formality. This is done by providing various types of meta data that are tied to ontologies for conceptual
interlinkage. Knowledge items are embedded into knowledge processes, which are supported by a suite of ontology-based
tools. In order to handle this sort of rich knowledge process, we introduce a meta process that puts special
emphasis on constructing and maintaining the ontology when introducing knowledge management systems. In order to
elucidate our approach, we describe a case study about the building of CHAR, the Corporate History AnalyzeR."
